㧻破	敲破
代誌都咧亂矣,你莫閣來鬥無閒.	事情已經很亂了,你不要再來幫倒忙.
代誌已經過去矣,你毋免閣問矣.	事情已經過去了,你不用再問了.
伊的人面真闊,拜託伊就無毋著!	他的人脈很廣,拜託他就沒錯!
伊揹一个大肚胿,嘛仝款拋拋走.	他懷孕挺了個大肚子,還是一樣四處跑.
伊真有才調,律師牌一擺就考過!	他很有本事,律師牌照一次就考到了!
伊英語講甲削削叫,真正不得了.	他的英文說得很流利,真是了不得.
伊有一筆冇數,到今猶收袂轉來.	他有一筆呆帳,到現在還是收不回來.
伊真歹性地,磕袂著就欲共人罵.	他的脾氣很壞,動不動就要罵人.
伊講你是一蕊花,這是一个比喻.	他說你是一朵花,這是一種比喻.
伊的一句話予我規个心頭挐絞絞.	他的一句話使得我的心裡一片雜亂.
伊車駛傷緊,駛甲規台車反輾轉.	他車子開得太快,開到整臺車都翻過來.
伊欲送予人的物件攏包裝甲真媠.	他要送給別人的東西都會包裝得很漂亮.
伊真𠢕講白賊話,你予伊騙去矣.	他很會說謊話,你被他騙了.
伊酒干焦啉一點仔囝爾爾就醉矣.	他才喝一點點的酒就醉了.
伊再三聲明這件代誌佮伊無關係.	他再三聲明這件事情和他沒關係.
伊這个人真奸巧,你愛較細膩咧.	這個人心術不正,你要小心一點.
伊咧起性地,你小共伊安慰一下.	他正在氣頭上,你稍微安慰他一下.
伊是行後尾門才會當佇遮食頭路.	他是靠走後門才能來這裡上班.
伊都無愛你,你何乜苦一直等伊?	既然他不愛你,你何苦一直等他?
伊四十歲矣,身材閣保持甲真好.	他四十歲了,身材還保持得很好.
伊見笑轉受氣,講話才會大細聲.	他因為羞愧而生氣,說話才會大呼小叫.
伊身懸較矮人,講話顛倒較大聲.	他身高不及人家高,講話反而比較大聲.
伊用湯匙仔刮頷頸,講是咧掠痧!	他用湯匙擦拭脖子,說是在刮痧!
伊不時咒讖別人,無欲檢討家己.	他時常埋怨別人,不檢討自己.
伊共代誌凊彩戽戽咧就準拄好矣.	他把事情隨便做一做就算了.
伊彼个人真𠢕抾恨,你莫去惹伊.	他那個人很會記恨,你別去惹他.
伊讀冊真拚勢,莫怪定定提頭名.	他讀書讀得很拚,難怪常常拿第一名.
伊雄雄放聲吼出來,害我掣一趒.	他猛然放聲大哭,讓我嚇了一大跳.
伊的確是去寒著,今仔日才無來.	他一定是感冒了,所以今天才沒有來.
伊干焦靠淡薄仔薪水咧罔度爾爾.	他只靠著微薄的薪水在勉強過日而已.
伊生做肥軟仔肥軟,看著蓋古錐.	他生得肥肥軟軟的,看起來還挺可愛的.
伊這馬當咧風火頭,你莫近倚去.	他現在正在氣頭上,你不要靠近他.
伊是虎鼻師,啥物味都鼻會出來.	他的嗅覺真靈敏,什麼味道都聞得出來.
伊起彼間厝,去侵著別人的地界.	他蓋那間房子,侵占到別人的地界.
伊這擺會感冒,是去予同事染著.	他這次會感冒,是被同事傳染.
伊毋但共人罵,甚至閣出手拍人.	他不但罵人,甚至還出手打人.
伊的面色紅牙紅牙,看著真勇健.	他的臉色紅潤紅潤,看起來很健康.
伊遮爾少年就致身命,實在可憐.	他這麼年輕就得了難纏的病,真是可憐.
伊佮𪜶女朋友的愛情早就飛去矣.	他和他的女朋友的戀情早就告吹了.
伊風火夯起來矣,你愛較細膩咧.	他的火氣上升了,你要小心一點.
伊厝內佮外口的工課無法度兼顧.	他家裡與外面的工作無法兼顧.
伊若有啥物差錯,我就揣你算數.	他如果有什麼閃失,我就找你算帳.
伊閣佇遐咧展寶矣!實在真討厭.	他又在那裡誇耀了!實在很討厭.
伊當咧捆縛行李,按算欲用寄的.	他正在捆綁行李,打算要用寄的.
伊看起來真柴耙,毋過對人真好.	他看起來很兇,不過對待他人卻很好.
伊覕佇烏暗的樹林,心內真驚惶.	他躲在黑暗的森林,內心很驚慌.
伊每學期攏做班長,成績嘛真好.	他每學期都當班長,成績也很好.
伊愛講笑詼,予逐家聽甲笑咍咍.	他喜歡說笑話,讓大家聽了笑呵呵.
伊有夠荏懶,規禮拜攏無洗身軀.	他非常懶散邋遢,整個星期都沒洗澡.
伊貢獻伊的一生去幫助青盲的人.	他貢獻他的一生去幫助失明的人.
伊酒啉甲馬西馬西,話捎咧亂講.	他酒喝到神智不清,亂講話.
伊佇外口鬥夥計,𪜶某敢攏毋知?	他在外面勾搭姘頭,他太太難道都不知情?
伊誠將才,為國家計畫足濟代誌.	他具有將相才能,為國家規劃很多事情.
伊已經予人送定矣,有婚約佇咧.	他已經接受了定親,有結婚的約定.
伊真惜面皮,無愛予人講閒仔話.	他很愛面子,不喜歡讓別人說閒話.
伊的成績佇阮彼年級攏是徛頭的.	他的成績在我們那個年級都是第一名.
伊共鼎蓋掀起來,看內面是啥物.	他把鍋蓋揭開來,看看裡面是什麼.
伊只不過是一个掛名的經理爾爾.	他不過是個掛名的經理而已.
伊愛共人接喙,接落去就講袂煞.	他喜歡接人家的話題,接下去就聊個不停.
伊為著離緣的官司,去旅社掠猴.	他為了離婚官司,去旅館捉姦.
伊便若去廟裡拜拜,攏會添油香.	他只要去廟裡拜拜,都會捐香油錢.
伊妝甲媠噹噹,大概是欲去約會.	他打扮得這麼漂亮,大概是要去約會.
伊轉去一定會予𪜶老爸揲甲真忝.	他回去一定會被他父親修理得很慘.
伊差一點仔就著獎矣,有夠無彩.	他差一點就得獎了,實在可惜.
伊無張持喝一聲,逐家攏驚一趒.	他突然大喊一聲,大家都嚇了一跳.
伊無聲無說行入來,害我驚一趒.	他不聲不響的走了進來,害我嚇一跳.
伊雄雄發性地,逐家攏予伊驚著.	他忽然發火,大家都被他嚇到了.
伊佮菜店查某同居,煞染著菜花.	他和妓女同居,竟染上了菜花.
伊佇外位讀冊,所費一定較傷重.	他在外地讀書,花費一定比較高.
伊不時為著工作的問題咧傷腦筋.	他經常為工作的問題在傷腦筋.
伊定定來遮,我不時佇路裡搪著.	他常來這裡,我也常在路上遇到他.
伊閣咧搬戲矣,你毋通予伊騙去!	他又在裝模作樣了,你別被他騙了!
伊穿一軀新點點的洋裝來食喜酒.	他穿一套嶄新的洋裝來喝喜酒.
伊干焦會曉臭彈,其實腹內無膏.	他只會吹牛而已,其實沒有什麼才學.
伊今年傷放蕩,予先生共伊落第.	他今年太愛玩,被老師留級.
伊腳數袂䆀,有代誌攏伊咧出頭.	他膽識不錯,有事情都是他出面解決.
伊佇閘屏後面換衫,你毋通過去.	他在屏風後面換衣服,你不要過去.
伊按呢共人漩,實在有夠無水準!	他這樣咒罵人,真的非常沒水準!
伊真有福氣,後生新婦攏誠有孝.	他很有福氣,兒子媳婦都很孝順.
伊傷緊性,才會共代誌舞甲按呢.	他太性急,才會把事情搞成這樣.
伊做代誌傷潦草,定定予頭家唸.	他做事太草率,常常被老闆念.
伊彼支喙佮機關銃仝款,講袂煞.	他那張嘴和機關槍一樣,說個不停.
伊誠𠢕激五仁,激甲逐家笑咍咍.	他很會製造笑料,弄得大家笑哈哈.
伊愛激派頭就予伊去激,莫插伊.	他喜歡擺架子讓他擺,別理他.
伊真𠢕激氣,一身敢若王爺公咧.	他很會擺架子,樣子好像王爺.
伊雄雄走出來,我險險共伊挵著.	他突然跑出來,我差一點撞到他.
伊是公司的總裁,當然愛聽伊的.	他是公司的總裁,當然要聽他的.
伊的身材瘦閣兼薄板,敢搬有法?	他的身材又瘦又扁平,搬得動嗎?
伊帶痚呴,睏甲鼾鼾叫,足吵的.	他有痚喘,睡覺打呼,好吵喔.
伊真甕肚,我真驚會去予伊害著.	他很陰險,我很怕被他給陷害了.
伊愛錢無惜性命,規工咧軁錢空.	他愛錢不顧性命,成天在錢上鑽營.
伊的人真雜插,啥物代誌都欲管.	他很好管閒事,什麼事都要管.
伊今仔日的穿插,我看著真礙虐.	他今天的穿著,我看了很不舒服.
伊獸醫系畢業了後就開始做獸醫.	他獸醫系畢業後就開始做獸醫.
伊無愛洗身軀,定定嘛有一个羶.	他不愛洗澡,常常都有一股體臭味.
伊講的話譀呱呱,敢有人會相信?	他說的話很荒唐,會有人相信嗎?
伊佇房間看冊,你莫去共伊攪擾.	他在房間看書,你不要去打擾他.
伊真驚見笑,你愛較捷共鼓勵咧.	他很怕羞,你要常常鼓勵他.
伊真𠢕變面,你毋通佮伊講耍笑.	他很容易就翻臉,你別和他開玩笑.
伊力草真飽,工課做規工嘛袂忝.	他精體力充沛,工作一整天也不累.
伊是大漢囝,愛照顧小弟、小妹.	他是長子,得要照顧弟弟、妹妹.
伊心狂火熱,趕欲赴銀行三點半.	他心急如焚,要趕銀行三點半.
伊酒癖䆀,酒啉啉咧定定起酒痟.	他酒品不佳,酒喝一喝經常發酒瘋.
伊會做竅害人,結局家己無好尾.	他會用巫術害人,最後自己不得善終.
伊想欲牽龜落湳,你莫予伊騙去.	他要用騙術讓你落入圈套,以謀取利益,你別被他騙了.
伊看著人攏喙笑目笑,真有人緣.	他見到人都笑臉相迎,人緣很好.
伊買彩券著獎,同事攏叫伊愛請.	他買彩券中獎,同事們都叫他要請客.
伊實在足鈍目,看過就隨袂記得.	他實在眼拙,看過就馬上忘了.
伊話講煞,隨越頭做伊去摔大眠.	他話一說完,馬上轉頭自顧自地呼呼大睡.
伊定定去杉仔行抔鋸屑烌轉來燃.	他常常去木材行撿拾鋸木屑回來當柴火.
伊鬼鬼祟祟,毋知閣欲變啥魍矣.	他鬼鬼祟祟的,不曉得又要耍什麼花樣了.
伊毋敢直接看,干焦用目尾偷䀐.	他不敢直接看,只用眼角餘光偷瞄.
伊的能力是通人知、通人呵咾的.	他的能力是大家都知道、大家都稱讚的.
佇遐變規晡,毋知伊咧變啥物魍?	在那裡弄了老半天,不知道他在搞什麼鬼?
你著較拍拚咧,毋通做了尾仔囝.	你要更努力一點,不要做敗家子.
你莫見講攏是一寡不答不七的話.	你別老說一些不三不四的話.
你若是有心欲做,就一定會成功.	你如果有心要做,就一定會成功.
你歹𤆬頭,專門咧教歹囡仔大細.	你是一個壞榜樣,專門在教壞所有的小孩子.
你著好好仔拍拚,日後才有出脫.	你要好好努力,以後才有成就.
你愛加減食一寡,病才會較快好.	你多少吃一點,病才會比較快痊癒.
你若是加講話,連鞭就會出代誌.	你要是說了不該說的話,馬上會發生事情.
你做衫賰的布頭布尾敢會使予我?	你做完衣服剩餘的零星碎布可以給我嗎?
你佇學校讀冊,愛聽先生的教示.	你在學校讀書,要聽老師的教誨.
你哪會遐愛錢,開喙合喙攏是錢.	你怎麼那麼愛錢,開口閉口都是錢.
你有夠戇,連好歹人都分袂出來.	你真笨,連好人壞人都分不出來.
你敢知影這首歌的曲是啥人寫的?	你知道這首歌的旋律是誰寫的嗎?
你就是耳空輕,才會定定予人騙.	你就是耳根軟,才會常常被人騙.
你欲駛自動車去,抑是坐火車去?	你要開車去,還是坐火車去?
你莫佮彼个有翁的佇遐咧米糕𣻸.	你不要跟那個有夫之婦糾纏不清.
你已經三十捅歲矣,閣遐愛作怪.	你已經三十多歲了,還那麼愛胡鬧.
你若無坐好,等一下就會吭跤翹.	你如果沒坐好,等一下就會跌個四腳朝天.
你小扶挺一下,我來共固定予在.	你稍微托著一下,我來將它穩穩固定.
你毋通為著人有好的物件就赤目.	你不要因為人家有好的東西就眼紅嫉妒.
你哪會一个怐怐?袂曉轉踅一下!	你怎麼會那麼愚直?也不會轉圜一下!
你的冊拍交落去矣,猶毋抾起來?	你的書掉在地上了,還不撿起來?
你昨昏來的時我拄好出門無佇咧.	你昨天來的時候我剛好出門不在.
你按呢拚性命做,身體敢會堪得?	你這樣拚命做,身體受得了嗎?
你較恬咧,無,嬰仔會予你拍醒.	你安靜點,不然嬰兒會被你驚醒.
你明知伊做歹,閣欲共伊鬥相共!	你明明知道他做壞事,還要幫他忙!
你毋是去買物件,哪會空手轉來?	你不是要去買東西,怎麼空手回來?
你做的代誌定定愛我共你拭尻川.	你做的事情常常是我在幫你收拾善後.
你莫遮爾枵饞,一支喙食無歇睏.	你不要這麼嘴饞,一張嘴吃不停.
你就是毋肯拍拚毋才會予人看衰.	你就是不願努力才會讓人看不起.
你病甲遮爾嚴重,愛緊去看醫生.	你病得這麼嚴重,要趕快去看醫生.
你若閣背約,伊就毋佮你合作矣.	你如果再背約,他就不跟你合作了.
你若是人無爽快,就較早去歇睏.	你如果身體不舒服的話,就早一點去歇著吧.
你免共伊苦勸矣,伊袂聽你的話.	你不用再勸他了,他不會聽你的話.
你的面色無好,敢會是睏無飽眠?	你的氣色不好,是不是沒睡飽?
你看著面熟面熟,咱敢捌相見過?	你看起來好面熟,我們可曾見過面?
你莫佇遐哼哼叫,我聽甲足煩呢!	你不要在那邊哼哼叫,我聽得煩死了!
你緊共雨傘展開,無,會沃澹去!	你趕快把雨傘打開,不然,會淋溼了!
你先去共草蓆仔舒予伊好才去睏.	你先將草蓆鋪好再去睡.
你若欲報數,就愛會記得討收據.	你如果要報帳,就要記得索取收據.
你做人的馬仔,一世人都袂出脫.	你當人家的跑腿,一輩子都不會有出息.
你去共偷眯一下,看伊咧創啥 .	你去瞄他一下,看他在做什麼.
你是眵目是毋?粉鳥煞看做斑鴿.	你是眼花了是吧?鴿子竟然看成斑鳩.
你今仔日是按怎,哪會無攬無拈?	你今天是怎樣,怎麼無精打采的?
你叫做啥物名,我雄雄煞袂記得.	你叫做什麼名字,我一時間想不起來.
你按呢共我鬥相共,我真感激你.	你這樣幫我,我很感激你.
你毋通烏白搬話,害人拍歹感情.	你不要胡亂搬弄是非,害別人傷了感情.
你穿甲遐清涼,毋驚去拄著痴哥?	你穿得那麼暴露,不怕遇上色狼?
你愛共代誌的經過詳細講予我知.	你要把事情發生的原委詳實的講出來讓我知道.
你照我的話做,保證你萬無一失.	你照我的話去做,保證不會出差錯.
你講了傷過頭矣,伊無影遮爾歹.	你說得太過分了,他沒有這麼壞.
你做這種僥倖代,以後會袂好死.	你做這種不義之事,以後會不得好死.
你就是種著恁老爸,才會遮緣投.	你就是遺傳到你爸爸,才會這麼英俊.
你講的無算,愛頭家講的才有算.	你說的沒有效力,要老闆說的才要效力.
你親像管家婆,逐項代誌都欲管.	你好像管家婆,每件事情都要管.
你袂曉算數是欲按怎佮人做生理?	你不會算帳那要怎麼和別人做生意?
你這馬拍我,後擺我會揣你算數!	你現在打我,以後我會找你算帳!
你共物件囥蹛遮,會去予人撞著.	你把東西擺在這兒,會被人撞到.
你去共窗仔門關起來,才袂潑雨.	你去把窗戶關起來,雨水才不會潑灑進來.
你去提度針來磅看囡仔敢有發燒.	你去拿溫度計來量量看孩子有沒有發燒.
你莫共這件代誌想甲遐爾仔複雜.	你不要把這件事情想得那麼複雜.
你有夠儑面,遐爾懸曷敢跳落去.	你真不知死活,那麼高也敢跳下去.
你是瘸手是無?物件提甲落落去.	你是瘸手是不是?東西拿到掉下去.
你毋通佇塗跤翱翱輾,衫會垃圾.	你不要在地上滾來滾去的,衣服會弄髒.
