㔂	lân
日頭遮爾猛,天氣有夠熱.	Ji̍t-thâu tsiah-nī mé, thinn-khì ū-kàu jua̍h.
日頭赤焱焱,隨人顧性命.	Ji̍t-thâu tshiah-iānn-iānn, suî-lâng kòo sènn-miā.
早起時拄起來目屎足膏的.	Tsá-khí-sî tú khí--lâi ba̍k-sái tsiok ko--ê.
明明是你毋著,閣欲死諍.	Bîng-bîng sī lí m̄-tio̍h, koh beh sí-tsènn.
明星攏足驚人講𪜶是花瓶.	Bîng-tshenn lóng tsiok kiann lâng kóng in sī hue-pân.
明仔載老師欲𤆬阮去遠足.	Bîn-á-tsài lāu-su beh tshuā guán khì uán-tsiok.
春天後母面,欲變一時間.	Tshun-thinn āu-bú bīn, beh piàn tsi̍t-sî-kan.
春天後母面,欲變一時間.	Tshun-thinn āu-bú-bīn, beh piàn tsi̍t-sî-kan.
春雺曝死鬼,夏雺做大水.	Tshun bông pha̍k-sí kuí, hā bông tsò-tuā-tsuí.
春雺若毋開,著該幔棕蓑.	Tshun bông nā m̄ khui, tio̍h kai mua tsang-sui.
昨昏下晝比今仔日較生冷.	Tsa-hng ē-tàu pí kin-á-ji̍t khah tshenn-líng.
昨日暗,阿公有託夢予我.	Tso̍h--ji̍t àm, a-kong ū thok-bāng hōo--guá.
昨昏𪜶兩个做伙去電頭毛.	Tsa-hng in nn̄g ê tsò-hué khì tiān-thâu-mn̂g.
是親非是親,非親卻是親.	Sī tshin hui sī tshin, hui tshin khiok-sī tshin.
是啥人共物件囥佇遮鎮地?	Sī siánn-lâng kā mi̍h-kiānn khǹg tī tsia tìn-tè?
時間猶閣真早,慢慢仔來.	Sî-kan iáu-koh tsin tsá, bān-bān-á lâi.
景氣無好,失業的人誠濟.	Kíng-khì bô hó, sit-gia̍p ê lâng tsiânn tsē.
景氣䆀,生理小收束一下.	Kíng-khì bái, sing-lí sió siu-sok--tsi̍t-ē.
暝時毋睏,日時才咧盹龜.	Mê--sî m̄ khùn, ji̍t--sî tsiah teh tuh-ku.
曝棉被的時陣愛先弄弄咧.	Pha̍k mî-phuē ê sî-tsūn ài sing lāng-lāng--leh.
會生得囝身,袂生得囝心.	Ē senn tit kiánn sin, bē senn tit kiánn sim.
有一把工夫就免煩惱食穿.	Ū tsi̍t pé kang-hu tō bián huân-ló tsia̍h-tshīng.
有囝有囝命,無囝天註定.	Ū kiánn ū kiánn miā, bô kiánn thinn tsù-tiānn.
有狀元學生,無狀元先生.	Ū tsiōng-guân ha̍k-sing, bô tsiōng-guân sian-sinn.
未嫁娶以前,攏是在室的.	Buē kè-tshuā í-tsîng, lóng sī tsāi-sik--ê.
未上三寸水,就欲扒龍船.	Buē tsiūnn sann tshùn tsuí, tō beh pê-lîng-tsûn.
果子毋採收,攏過水去矣.	Kué-tsí m̄ tshái-siu, lóng kuè-tsuí--khì--ah.
果子若靠傷,就賣較無價.	Kué-tsí nā khò-siong, tō bē khah bô-kè.
枵鬼假細膩,愛食假客氣.	Iau-kuí ké sè-jī, ài tsia̍h ké kheh-khì.
柚仔囥予伊消水,會較甜.	Iū-á khǹg hōo i siau-tsuí, ē khah tinn.
查某人去趁食,會予人笑.	Tsa-bóo-lâng khì thàn-tsia̍h, ē hōo lâng tshiò.
查埔也著疼,查某也著晟.	Tsa-poo iā tio̍h thiànn, tsa-bóo iā tio̍h tshiânn.
查某人上驚去拄著採花蜂.	Tsa-bóo-lâng siōng kiann khì tú-tio̍h tshái-hue-phang.
椅仔排無好勢,看著真亂.	Í-á pâi bô hó-sè, khuànn tio̍h tsin luān.
欠錢怨債主,不孝怨爸母.	Khiàm tsînn uàn tsè-tsú, put-hàu uàn pē-bú.
欲食毋討趁,死泉連鞭焦.	Beh tsia̍h m̄ thó-thàn, sí-tsuânn liâm-mi ta.
歹勢,閣來恁兜共你攪擾.	Pháinn-sè, koh lâi lín tau kā lí kiáu-jiáu.
歹竹出好筍,好竹出痀崙.	Pháinn tik tshut hó sún, hó tik tshut ku-lún.
死都死囉!毋通閣來交纏.	Sí to sí--looh! M̄-thang koh lâi kau-tînn.
毋知伊的新頂司個性啥款?	M̄ tsai i ê sin tíng-si kò-sìng siánn-khuán?
毋免你趕,我家己會曉行.	M̄-bián lí kuánn, guá ka-kī ē-hiáu kiânn.
毋免抄啦,提去影印較緊.	M̄-bián tshau--lah, the̍h-khì iánn-ìn khah kín.
每一个人的運命攏無仝款.	Muí tsi̍t ê lâng ê ūn-miā lóng bô kāng-khuán.
比數差遐濟,這聲包贏的.	Pí-sòo tsha hiah tsē, tsit-siann pau-iânn--ê.
毛呼龜粿粽,紅包隨你送.	Môo-honn ku kué tsàng, âng-pau suî lí sàng.
毛呼龜粿粽,紅包在你送.	Môo-honn ku kué tsàng, âng-pau tsāi lí sàng.
毛毛仔雨落久,塗嘛會澹.	Mn̂g-mn̂g-á hōo lo̍h-kú, thôo mā ē tâm.
氣象講這幾工攏是烏陰天.	Khì-siōng kóng tsit kuí kang lóng sī oo-im-thinn.
沙龍巴斯貼久嘛會起藥蛆.	Sa-long-pa-suh tah kú mā ē khí-io̍h-tshi.
法官當咧追究失事的責任.	Huat-kuann tng-teh tui-kiù sit-sū ê tsik-jīm.
洗碗的時陣,愛較輕手咧.	Sé uánn ê sî-tsūn, ài khah khin-tshiú--leh.
洞房花燭夜,金榜題名時.	Tōng-pông hua-tsiok iā, kim-pńg tê-miâ sî.
清明的時陣阮兜攏會祭祖.	Tshing-bîng ê sî-tsūn guán tau lóng ē tsè-tsóo.
火車閣十分鐘就會到位矣.	Hué-tshia koh tsa̍p hun-tsing tō ē kàu-uī--ah.
火車欲起磅矣,毋通倚去!	Hué-tshia beh khí-pōng--ah, m̄-thang uá--khì!
火車敗馬去,死傷真濟人.	Hué-tshia pāi-bé--khì, sí-siong tsin tsē lâng.
為著趁食就愛四界捙跋反.	Uī-tio̍h thàn-tsia̍h tō ài sì-kè tshia-pua̍h-píng.
無聊的時陣,就來變工藝.	Bô-liâu ê sî-tsūn, tō lâi pìnn kang-gē.
無,你是咧套我的話是毋?	Bô, lí sī teh thò guá ê uē sī--m̄?
無掖種欲哪會當向望收成.	Bô iā-tsíng beh ná ē-tàng ǹg-bāng siu-sîng.
無某無猴,穿衫破肩胛頭.	Bô-bóo-bô-kâu, tshīng sann phuà king-kah-thâu.
無論你講啥,我攏袂答應.	Bô-lūn lí kóng siannh, guá lóng bē tah-ìng.
無,你是佇咧講笑詼是毋?	Bô, lí sī tī-leh kóng-tshiò-khue sī--m̄?
無聊的時陣,就來變工藝.	Bô-liâu ê sî-tsūn, tō lâi pìnn-kang-gē.
無日毋知晝,無鬚毋知老.	Bô ji̍t m̄ tsai tàu, bô tshiu m̄ tsai lāu.
無米有舂臼,無囝抱新婦.	Bô bí ū tsing-khū, bô kiánn phō sin-pū.
煞戲了後,我就送你轉去.	Suah-hì liáu-āu, guá tō sàng lí tńg--khì.
熟似人毋免行彼號生份禮.	Si̍k-sāi-lâng m̄-bián kiânn hit-lō senn-hūn lé.
熱天用蠓罩才袂予蠓仔叮.	Jua̍h-thinn īng báng-tà tsiah bē hōo báng-á tìng.
熱人啉梅仔茶,會止喙焦.	Jua̍h--lâng lim muê-á-tê, ē tsí tshuì-ta.
燒瓷的食缺,織蓆的睏椅.	Sio-huî--ê tsia̍h khih, tsit-tshio̍h--ê khùn í.
爸母辛辛苦苦共你捏大漢.	Pē-bú sin-sin-khóo-khóo kā lí lia̍p tuā-hàn.
爸母無捨施,送囝去學戲.	Pē-bú bô-siá-sì, sàng kiánn khì o̍h hì.
牌仔欲分進前愛先插插咧.	Pâi-á beh pun tsìn-tsîng ài sing tshap-tshap--leh.
物件攏橐入去紙橐仔內面.	Mi̍h-kiānn lóng lok ji̍p-khì tsuá-lok-á lāi-bīn.
物件積傷濟,無所在通囥.	Mi̍h-kiānn tsik siunn tsē, bô sóo-tsāi thang khǹg.
猶未定性的塗尪仔袂使摸.	Iáu-buē tīng-sìng ê thôo-ang-á bē-sái bong.
現此時的人攏較會曉享受.	Hiān-tshú-sî ê lâng lóng khah ē-hiáu hiáng-siū.
甘願做牛,毋驚無犁通拖.	Kam-guān tsò gû, m̄ kiann bô lê thang thua.
生理無好,規氣改途好啦!	Sing-lí bô hó, kui-khì kái-tôo hó--lah!
生理歹做,無放數嘛袂使.	Sing-lí pháinn tsò, bô pàng-siàu mā bē-sái.
生囝就愛予囝惱氣一世人!	Senn-kiánn tō ài hōo kiánn lóo-khì tsi̍t-sì-lâng!
生食都無夠,哪有通曝乾?	Tshenn tsia̍h to bô-kàu, ná ū thang pha̍k-kuann?
生食都無夠,哪有通曝乾.	Tshenn tsia̍h to bô-kàu, ná ū thang pha̍k-kuann.
生雞卵的無,放雞屎的有.	Senn ke-nn̄g--ê bô, pàng ke-sái--ê ū.
生理無夠精,媒人貼聘金.	Sing-lí bô-kàu tsing, muê-lâng thiap phìng-kim.
用酒窒仔共這罐酒窒起來.	Iōng tsiú-that-á kā tsit kuàn tsiú that--khí-lâi.
用這个篋仔來貯細項物件.	Iōng tsit ê kheh-á lâi té sè hāng mi̍h-kiānn.
田園若有收,鳥隻食得偌?	Tshân-hn̂g nā ū siu, tsiáu-tsiah tsia̍h-tit guā?
當頭白日你就毋通講白賊.	Tng-thâu-pe̍h-ji̍t lí tō m̄-thang kóng-pe̍h-tsha̍t.
病院有提供伙食予病人食.	Pēnn-īnn ū thê-kiong hué-si̍t hōo pēnn-lâng tsia̍h.
瘦人𠢕食飯,瘦田𠢕欶水.	Sán-lâng gâu tsia̍h-pn̄g, sán tshân gâu suh tsuí.
百般武藝,毋值鋤頭落地.	Pah-puann bú-gē, m̄-ta̍t tî-thâu lo̍h-tē.
目睭掛斗概,看人物就愛.	Ba̍k-tsiu kuà táu-kài, khuànn lâng mi̍h tō ài.
目前我攏無閒通佮你見面.	Bo̍k-tsiân guá lóng bô-îng thang kah lí kìnn-bīn.
目睭鑿鑿,若像是生目針.	Ba̍k-tsiu tsha̍k-tsha̍k, ná-tshiūnn sī senn ba̍k-tsiam.
目睭花花,匏仔看做菜瓜.	Ba̍k-tsiu hue-hue, pû-á khuànn-tsò tshài-kue.
目睭帶斗概,看著逐項愛.	Ba̍k-tsiu tuà táu-kài, khuànn-tio̍h ta̍k hāng ài.
相分食有賰,相搶食無份.	Sio-pun tsia̍h ū tshun, sio-tshiúnn tsia̍h bô hūn.
相罵無揀喙,相拍無揀位.	Sio-mē bô kíng tshuì, sio-phah bô kíng uī.
看場合打扮,才袂失人禮.	Khuànn tiûnn-ha̍p tánn-pān, tsiah bē sit-lâng-lé.
看兩人咧相偃實在真刺激.	Khuànn nn̄g lâng teh sio-ián si̍t-tsāi tsin tshì-kik.
看著彼个笑面虎我就倒彈.	Khuànn-tio̍h hit ê tshiò-bīn-hóo guá tō tò-tuānn.
看人食肉,毋通看人破柴.	Khuànn lâng tsia̍h bah, m̄-thang khuànn lâng phuà tshâ.
看著貴重的物件伊就煞心.	Khuànn-tio̍h kuì-tiōng ê mi̍h-kiānn i tō sannh-sim.
看這个範勢,無走袂使矣!	Khuànn tsit ê pān-sè, bô tsáu bē-sái--ah!
看人食肉,毋通看人相拍.	Khuànn lâng tsia̍h bah, m̄-thang khuànn lâng sio-phah.
真濟擔仔攏有布篷通遮雨.	Tsin tsē tànn-á lóng ū pòo-phâng thang jia-hōo.
真失禮,這攏是我的毋著.	Tsin sit-lé, tse lóng sī guá ê m̄-tio̍h.
真緊!三年晃一下就過矣!	Tsin kín! Sann nî huánn--tsi̍t-ē tō kuè--ah!
真無聊,攏無代誌通消遣.	Tsin bô-liâu, lóng bô tāi-tsì thang siau-khián.
真歹勢!逐擺都予你破費.	Tsin pháinn-sè! Ta̍k-pái to hōo lí phò-huì.
真歹勢,無張持共你挨著.	Tsin pháinn-sè, bô-tiunn-tî kā lí e--tio̍h.
真拄好,𪜶兩个𫝛時到位.	Tsin-tú-hó, in nn̄g ê siāng-sî kàu-uī.
眼前咱愛先解決錢的問題.	Gán-tsiân lán ài sing kái-kuat tsînn ê būn-tê.
碗若是必巡,就毋通貯湯.	Uánn nā-sī pit-sûn, tō m̄-thang té thng.
神明若有聖,愛替我做主.	Sîn-bîng nā ū-siànn, ài thè guá tsò-tsú.
禮拜咱才做伙來去看電影.	Lé-pài lán tsiah tsò-hué lâi-khì khuànn tiān-iánn.
種樹仔嘛是咧為人類造福.	Tsìng tshiū-á mā sī teh uī jîn-luī tsō-hok.
稻仔飽漿,今年一定大收.	Tiū-á pá-tsiunn, kin-nî it-tīng tuā-siu.
穿山甲俗名叫做“鯪鯉”.	Tshuan-san-kah sio̍k-miâ kiò-tsò “lâ-lí”.
竹篙愛攑坦直才會得入去.	Tik-ko ài gia̍h thán-ti̍t tsiah ē-tit ji̍p--khì.
等咧你去藥房替我敆藥仔.	Tán--leh lí khì io̍h-pâng thè guá kap-io̍h-á.
箭竹仔筍炒肉絲,好食甲.	Tsìnn-tik-á-sún tshá bah-si, hó-tsia̍h kah.
粗糠還粗糠,冇粟還冇粟.	Tshoo-khng huān tshoo-khng, phànn-tshik huān phànn-tshik.
糖仔一人一粒,毋通相爭.	Thn̂g-á tsi̍t lâng tsi̍t lia̍p, m̄-thang sio-tsenn.
索仔若拍死結就真僫敨開.	Soh-á nā phah sí-kat tō tsin oh tháu--khui.
細漢偷挽匏,大漢偷牽牛.	Sè-hàn thau bán pû, tuā-hàn thau khan gû.
終其尾伊嘛是提無著半項.	Tsiong-kî-bué i mā sī the̍h bô tio̍h puànn hāng.
缺喙的食米粉──看現現.	Khih-tshuì--ê tsia̍h bí-hún──khuànn-hiān-hiān.
美麗的景色出現佇我面前.	Bí-lē ê kíng-sik tshut-hiān tī guá bīn-tsîng.
翁親某親,老婆仔拋捙輪.	Ang tshin bóo tshin, lāu-pô-á pha-tshia-lin.
翁某若仝心,烏塗變成金.	Ang-bóo nā kāng-sim, oo-thôo piàn-sîng kim.
老人驚跋倒,毋好𬦰山崎.	Lāu-lâng kiann pua̍h-tó, m̄-hó peh suann-kiā.
老人毋講古,少年毋捌寶.	Lāu-lâng m̄ kóng-kóo, siàu-liân m̄ bat pó.
耳仔生兩葉,家己看袂著.	Hīnn-á senn nn̄g hio̍h, ka-kī khuànn bē tio̍h.
聰明的人學啥物攏真簡單.	Tshong-bîng ê lâng o̍h siánn-mih lóng tsin kán-tan.
聽著這个消息,伊煞昏去.	Thiann-tio̍h tsit ê siau-sit, i suah hūn--khì.
聽你的腔口敢若是臺南人.	Thiann lí ê khiunn-kháu kánn-ná sī Tâi-lâm-lâng.
肉糋著糋甲拄仔好才好食.	Bah-tsìnn tio̍h tsìnn kah tú-á-hó tsiah hó-tsia̍h.
股票的價錢逐工都咧起落.	Kóo-phiò ê kè-tsînn ta̍k-kang to teh khí-lo̍h.
腹肚若水櫃,胸坎若樓梯.	Pak-tóo ná tsuí-kuī, hing-khám ná lâu-thui.
腹腸狹的人較會排斥別人.	Pak-tn̂g e̍h ê lâng khah ē pâi-thik pa̍t-lâng.
舊數無還,免想欲閣借錢.	Kū-siàu bô hîng, bián siūnn-beh koh tsioh tsînn.
花是你送的乎?免歹勢啦!	Hue sī lí sàng--ê--honnh? Bián pháinn-sè--lah!
花欉當咧開花,毋通修剪.	Hue-tsâng tng-teh khui-hue, m̄-thang siu-tsián.
花無百日紅,人無千日好.	Hue bô pah ji̍t âng, lâng bô tshian ji̍t hó.
若欲做著愛做正當的生理.	Nā beh tsò tio̍h-ài tsò tsìng-tong ê sing-lí.
若欲參選,伊的背景真好.	Nā beh tsham-suán, i ê puē-kíng tsin hó.
若予伊搦權,咱就無伊法.	Nā hōo i la̍k-khuân, lán tō bô-i-huat.
若是肯奮鬥,一定會出頭.	Nā-sī khíng hùn-tàu, it-tīng ē tshut-thâu.
莫按呢挨來挨去,會跋倒.	Mài án-ne e lâi e khì, ē pua̍h--tó.
莫來這套,我予你袂設得.	Mài lâi tsit thò, guá hōo lí bē-siat--tit.
菜頭囥傷久就會消水失重.	Tshài-thâu khǹg siunn kú tō ē siau-tsuí sit-tāng.
萬般皆是命,半點不由人.	Bān-pan kai sī bīng, puàn-tiám put iû jîn.
萬般皆是命,半點不由人.	Bān-puann kai sī miā, puàn-tiám put iû jîn.
落雨天袂用得去溪邊𨑨迌!	Lo̍h-hōo-thinn bē-īng-tit khì khe-pinn tshit-thô!
落水平平沉,全無重頭輕.	Lo̍h-tsuí pênn-pênn tîm, tsuân bô tāng-thâu-khin.
落雨了後,田岸路醬醬醬.	Lo̍h-hōo liáu-āu, tshân-huānn-lōo tsiùnn-tsiùnn-tsiùnn.
落水平平沉,全無重頭輕.	Lo̍h tsuí pênn-pênn tîm, tsuân bô tāng-thâu-khin.
蓮花頭窒咧,著愛清清咧.	Liân-hue-thâu that--leh, tio̍h-ài tshing-tshing--leh.
蔥仔著愛駐水才會較鮮脆.	Tshang-á tio̍h-ài tū-tsuí tsiah ē khah tshinn-tshè.
薰食牢咧毋好,你著愛改.	Hun tsia̍h-tiâu--leh m̄ hó, lí tio̍h-ài kái.
藥膏抹落去粒仔就收喙矣.	Io̍h-ko buah--lo̍h-khì lia̍p-á tō siu-tshuì--ah.
藥頭兩碗水煎做八分就好.	Io̍h-thâu nn̄g uánn tsuí tsuann-tsò peh hun tō hó.
蝦蛄頭食起來無較輸龍蝦.	Hê-koo-thâu tsia̍h--khí-lâi bô khah-su lîng-hê.
行路的時,隨時愛注意車.	Kiânn-lōo ê sî, suî-sî ài tsù-ì tshia.
袋仔內反一寡銀角仔出來.	Tē-á-lāi píng tsi̍t-kuá gîn-kak-á tshut--lâi.
褲跤放放咧,褲才袂傷短.	Khòo-kha pàng-pàng--leh, khòo tsiah bē siunn té.
見面的時頓手是一種禮貌.	Kìnn-bīn ê sî tùn-tshiú sī tsi̍t tsióng lé-māu.
見若拜六,伊就走去踮沬.	Kiàn-nā pài-la̍k, i tō tsáu-khì tiàm-bī.
規庄的人聯合起來對付伊.	Kui tsng ê lâng liân-ha̍p khí-lâi tuì-hù--i.
親事講袂成,免想欲結婚.	Tshin-sū kóng bē sîng, bián siūnn-beh kiat-hun.
親情有禮數相伨,較會親.	Tshin-tsiânn ū lé-sòo sio-thīn，khah ē tshin.
評審嚴格,逐家就無話講.	Phîng-sím giâm-keh, ta̍k-ke tō bô uē kóng.
話講無幾句,伊就起雄矣.	Uē kóng bô kuí kù, i tō khí-hiông--ah.
話講了傷離經,會予人笑.	Uē kóng liáu siunn lī-king, ē hōo lâng tshiò.
該死啊!我共錢拍無去矣!	Kai-sí--ah! Guá kā tsînn phah-bô--khì--ah!
諞仙仔錢諞上手就溜旋矣.	Pián-sian-á tsînn pián tsiūnn-tshiú tō liu-suan--ah.
講著種花伊閣有二步七仔!	Kóng-tio̍h tsìng hue i koh ū--jī-pōo-tshit-á!
講甲規畚箕,做無一湯匙.	Kóng kah kui pùn-ki, tsò bô tsi̍t thng-sî.
講著臺北,伊真是頭目鳥.	Kóng-tio̍h Tâi-pak, i tsin sī thâu-ba̍k-tsiáu.
講話中人聽,較好大細聲.	Kóng-uē tìng lâng thiann, khah hó tuā-sè-siann.
警察佇戲院門口掠著黃牛.	Kíng-tshat tī hì-īnn mn̂g-kháu lia̍h-tio̍h n̂g-gû.
讀國中彼當陣伊就帶痚呴.	Tha̍k kok-tiong hit-tang-tsūn i tō tài he-ku.
象是陸地上上大隻的動物.	Tshiūnn sī lio̍k-tē-siōng siōng tuā tsiah ê tōng-bu̍t.
賣茶講茶芳,賣花講花紅.	Bē tê kóng tê phang, bē hue kóng hue âng.
賣花講花芳,賣酒講酒紅.	Bē hue kóng hue phang, bē tsiú kóng tsiú âng.
起手我就知影伊是歹人矣.	Khí-tshiú guá tō tsai-iánn i sī pháinn-lâng--ah.
起厝好厝邊,作田好田墘.	Khí-tshù hó tshù-pinn, tsoh-tshân hó tshân-kînn.
趁是趁私奇,食是食阿爹.	Thàn sī thàn-sai-khia, tsia̍h sī tsia̍h a-tia.
趁閬雨縫,我欲先來去矣.	Thàn làng hōo-phāng, guá beh sing lâi-khì--ah.
超過暗時十點,店就關矣.	Tshiau-kuè àm-sî tsa̍p tiám, tiàm tō kuainn--ah.
跋一倒,抾著一隻金雞母.	Pua̍h tsi̍t tó, khioh-tio̍h tsi̍t tsiah kim ke-bó.
跤手較猛咧,無會做袂赴.	Kha-tshiú khah mé--leh, bô ē tsò bē-hù.
路頭遠,你家己著愛保重.	Lōo-thâu hn̄g, lí ka-kī tio̍h-ài pó-tiōng.
路頭擔燈心,路尾擔鐵槌.	Lōo-thâu tann ting-sim, lōo-bué tann thih-thuî.
路草無熟,毋通𤆬人𬦰山.	Lōo-tsháu bô si̍k, m̄-thang tshuā lâng peh-suann.
車窗外口的景緻誠實袂䆀.	Tshia-thang guā-kháu ê kíng-tì tsiânn-si̍t bē-bái.
較早有真濟山賊佇遮出入.	Khah-tsá ū tsin tsē suann-tsha̍t tī tsia tshut-ji̍p.
較早的人感覺出丁是福氣.	Khah-tsá ê lâng kám-kak tshut-ting sī hok-khì.
較早的人攏佇溝仔墘洗衫.	Khah-tsá ê lâng lóng tī kau-á-kînn sé-sann.
輸人毋輸陣,輸陣歹看面.	Su lâng m̄ su tīn, su tīn pháinn-khuànn bīn.
辜顯榮的本居地是佇鹿港.	Koo Hián-îng ê pún-ki-tē sī tī Lo̍k-káng.
近山剉無柴,近溪擔無水.	Kīn suann tshò bô tshâ, kīn khe tann bô tsuí.
近水知魚性,近山識鳥音.	Kīn suí ti gû sìng, kīn san sik niáu im.
退休以後,伊是閒身的人.	Thè-hiu í-āu, i sī îng-sin ê lâng.
逃犯予警察對肩胛頭揹過.	Tô-huān hōo kíng-tshat tuì king-kah-thâu phāinn--kuè.
透大風共電火柱仔偃倒矣.	Thàu-tuā-hong kā tiān-hué-thiāu-á ián-tó--ah.
透早就罩霧,駛車愛細膩.	Thàu-tsá tō tà-bū, sái-tshia ài sè-jī.
逐家攏毋知影伊走去佗位.	Ta̍k-ke lóng m̄ tsai-iánn i tsáu-khì tó-uī.
逐日洗浴是一種好的習慣.	Ta̍k-ji̍t sé-i̍k sī tsi̍t tsióng hó ê si̍p-kuàn.
逐家咧開講,講甲笑咍咍.	Ta̍k-ke teh khai-káng, kóng kah tshiò-hai-hai.
逐家攏咧會,你敢攏毋知?	Ta̍k-ke lóng teh huē, lí kám lóng m̄ tsai?
逐暗攏愛加班,實在真操.	Ta̍k àm lóng ài ka-pan, si̍t-tsāi tsin tshau.
逐家較鬥搭咧,緊做予煞.	Ta̍k-ke khah tàu-tah--leh, kín tsò hōo suah.
這馬我才知影伊是騙我的.	Tsit-má guá tsiah tsai-iánn i sī phiàn--guá--ê.
這條手巾仔做了有夠工夫.	Tsit tiâu tshiú-kin-á tsò liáu ū-kàu kang-hu.
這件代誌講起來就心火著.	Tsit kiānn tāi-tsì kóng--khí-lâi tō sim-hué-to̍h.
這馬外口的天色已經暗矣.	Tsit-má guā-kháu ê thinn-sik í-king àm--ah.
這件代誌我毋准你按呢做.	Tsit kiānn tāi-tsì guá m̄-tsún lí án-ne tsò.
這个牛牢內底有幾隻牛犅?	Tsit ê gû-tiâu lāi-té ū kuí tsiah gû-káng?
這層代誌你會當請伊代辦.	Tsit tsân tāi-tsì lí ē-tàng tshiánn i tāi-pān.
這盤雞肉半生熟,毋通食.	Tsit puânn ke-bah puànn-tshenn-si̍k, m̄-thang tsia̍h.
這項物件價值一萬箍左右.	Tsit hāng mi̍h-kiānn kè-ta̍t tsi̍t-bān khoo tsó-iū.
這間工場當咧生產新產品.	Tsit king kang-tiûnn tng-teh sing-sán sin sán-phín.
這號話你也吐血會得出來.	Tsit-lō uē lí iā thòo-hueh ē-tit tshut--lâi.
這間行郊已經有一百冬矣!	Tsit king hâng-kau í-king ū tsi̍t-pah tang--ah!
這件代誌你愛好好仔考慮.	Tsit kiānn tāi-tsì lí ài hó-hó-á khó-lī.
這个公園有誠濟人咧行踏.	Tsit ê kong-hn̂g ū tsiânn tsē lâng teh kiânn-ta̍h.
這擺的劫數恐驚會逃袂過.	Tsit pái ê kiap-sòo khióng-kiann ē tô bē kuè.
這款代誌求神問佛嘛無效.	Tsit khuán tāi-tsì kiû-sîn-mn̄g-pu̍t mā bô-hāu.
這擺我一定欲佮伊拚生死.	Tsit pái guá it-tīng beh kah i piànn-senn-sí.
這件代誌你莫四界去放送.	Tsit kiānn tāi-tsì lí mài sì-kè khì hòng-sàng.
這間店是阮三个人股東的.	Tsit king tiàm sī guán sann ê lâng kóo-tong--ê.
這改的比賽伊表現了袂䆀.	Tsit kái ê pí-sài i piáu-hiān liáu bē-bái.
這个囡仔真恬,無愛講話.	Tsit ê gín-á tsin tiām, bô ài kóng-uē.
這條路佮彼條路是相迵的.	Tsit tiâu lōo kah hit tiâu lōo sī sio-thàng--ê.
這條路傷狹,袂當相閃車.	Tsit tiâu lōo siunn e̍h, bē-tàng sio-siám-tshia.
這隻飛行機是欲飛美國的.	Tsit tsiah hue-lîng-ki sī beh pue Bí-kok--ê.
這項物件予人食名領去矣.	Tsit hāng mi̍h-kiānn hōo lâng tsia̍h-miâ niá--khì--ah.
這款冤枉錢你曷開會落去!	Tsit khuán uan-óng tsînn lí a̍h khai ē lo̍h--khì!
這幅圖我感覺無啥物特別.	Tsit pak tôo guá kám-kak bô siánn-mih ti̍k-pia̍t.
這塊布真素,無啥物花草.	Tsit tè pòo tsin sòo, bô siánn-mih hue-tsháu.
這盤菜豆炒無熟,足臭腥.	Tsit puânn tshài-tāu tshá bô si̍k, tsiok tshàu-tshènn.
